DATAFLOW,MEASURE: Measure,SECTOR: Sector of Ownership,WORK_TYPE: Type of work,BUILDING_TYPE: Type of building,REGION_TYPE: Region Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,320: Warehouses,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,330: Agricultural and aquacultural buildings,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,390: Other industrial buildings n.e.c.,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,2,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,400: Other Non-residential - Total,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,410: Education buildings,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,420: Religion buildings,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,420: Religion buildings,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,420: Religion buildings,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,420: Religion buildings,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,420: Religion buildings,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,9: Total Sectors,TOT: Total Work,420: Religion buildings,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
